id;main_word;s1;s2;s3;s4;s5
1395;KOT W BUTACH;Bajka;Shrek;Miauczec;Zwierze;Mruczec
1396;JAMES BOND;Jej Królewska Mosc;7;Agent;Film;Szpieg
1397;OSZCZEDNOSCI;Skarbonka;Odkładac;Zbierac;Konto;Pieniadze
1398;WHISKY;Szkocja;Dżem;Alkohol;Ballanteines;Koniak
1399;DEBILKA;Półgłówek;Wariatka;Idiota;Głupia;Szalona
1400;ŁOTR;Nikczemnik;Zbój;Bandyta;Zło;Napastnik
1401;ZAKAZANY OWOC;Jabłko;Waż;Grzech;Adam I Ewa;Raj
1402;MÓZG;Ptak;Głowa;Myslec;Miec;Półkula
1403;OGON;Lisi;Merdac;Ciagnac;Zwierzeta;Kita
1404;PSYCHOLOG;Problem;Psychiatra;Lekarz;Kozetka;Pomoc
1405;CELEBRYTA;Paparazzi;Telewizja;Sława;Plotka;Gwiazda
1406;SPARTIATA;Kserkses;Wychowanie;Wojownik;Leonidas;Termopile
1407;PROFESOR;Zaliczenie;Nauczyciel;Doktor;Wykład;Uniwersytet
1408;HULA HOP;Koło;Zabawa;Krecic;Obrecz;Biodra
1409;KIEŁBASA;Kiszka;Mieso;Wybory;Sklep Miesny;Parówka
1410;FEMINISTKA;Meżczyzni;Kazimiera Szczuka;Nie Lubic;Sufrażystka;Wojowac
1411;TŁUMACZKA;Posredniczyc;Przekład;Polski;Jezyk;Przysiegły
1412;BLOK RYSUNKOWY;Malowac;Kredka;Szkoła;Plastyka;Dzieci
1413;GES;Zwierze;Teatrzyk Zielona ...;Pieczona;Kaczka;Kopac
1414;MUMIFIKACJA;Ciało;Egipt;Wnetrznosci;Faraon;Balsam
1415;BAGAŻNIK;Koło;Rower;Przewozic;Chowac;Auto
1416;MADAME TUSSAUDS;Wosk;Postacie;Rzezba;Muzeum;Londyn
1417;PRZYJACIELE;Bliski;Serial;Pies;Komedia Sytuacyjna;Kolega
1418;SZCZUR;Mysz;Deratyzacja;Gryzon;Kanały;Piwnice
1419;DZIEN DZIECKA;Swieto;Pociecha;Prezent;Czerwiec;Pierwszy
1420;WIEZIENIE;Klawisz;Cela;Kara;Wyrok;Krata
1421;ROWEREK MAGNETYCZNY;Cwiczyc;Pedały;Kondycja;Przyciagac;Siłownia
1422;FLASZKA;Butelka;Szkło;Wódka;Litr;Picie
1423;SAMOLOT;Leciec;Wycieczka;Skrzydła;Ladowac;Lotnisko
1424;OBRAZ;Malowac;Sciana;Płótno;Rama;Picasso
1425;PET;Papieros;Fajki;Gasic;Filtr;Palic
1426;PODKOLANÓWKA;Długa;Skarpeta;Rzepka;Antygwałtka;Udo
1427;DOWÓD;Osobisty;Prawo Jazdy;Zbrodnia;Zbierac;18 Lat
1428;IZAAK;Abraham;Ofiara;Biblia;Newton;Prawo
1429;LASKA;Starzec;Dziewczyna;Wanilia;Isc;Zrobic
1430;SKUCHA;Guma;Skakac;Potkniecie;Gra;Bład
1431;ŻELKI;Galaretka;Mis;Gumowe;Haribo;Słodycze
1432;PRZEKAZ PODPROGOWY;Mózg;Swiadomosc;Ułamek;Poczta;Krótki
1433;PAWILON;Kupowac;Sprzedaż;Budynek;Budka;Sklep
1434;MORZE BAŁTYCKIE;Polska;Fale;Pływac;Woda;Ocean
1435;PLANDEKA;Płachta;Brezent;Cieżarówka;Ochrona;Przykrycie
1436;KLAPS;Pupa;Kara;Uderzac;Dziecko;Film
1437;JAN MIODEK;Jezykoznawca;Bralczyk;Słownik;Ojczyzna- Polszczyzna;Miód
1438;BIAŁY;Barwa;Kolor;Snieg;Czarny;Kruk
1439;ALFONS;Burdel;Streczyciel;Prostytutka;Opiekun;Imie
1440;PRAGA;Warszawa;Słowacja;Stolica;Czechy;Dzielnica
1441;KŁÓDKA;Drzwi;Klucz;Zamykac;Zamek;Buzia
1442;DOBROC;Uprzejmosc;Poczciwosc;Zło;Empatia;Miły
1443;KIPER;Wino;Degustator;Smak;Osoba;Organoleptyczny
1444;KROPKA NA I;Tvn 24;Prosto W Oczy;Monika Olejnik;Politycy;Program
1445;RUKOLA;Zielony;Listek;Sałata;Zioło;Przyprawa
1446;WYCIERACZKA;Próg;Deszcz;Samochód;Drzwi;Podłoga
1447;KURZAJKA;Pieprzyk;Krosta;Dermatolog;Wypalac;Brodawka
1448;POZYTYWKA;Melodia;Grac;Krecic;Zabawka;Katarynka
1449;BENEDYKT XVI;Głowa Koscioła;Biel;Jan Paweł Ii;Papież;Watykan
1450;LACZKI;Buty;Klapki;Frote;Obuwie;Kapcie
1451;KROPIDŁO;Woda;Swiety;Chrzcic;Ksiadz;Koleda
1452;WOJNA;Secesyjna;Konflikt Zbrojny;Swiatowa;Smierc;Bitwa
1453;KOPCIUSZEK;Macocha;Pantofelek;Ksieżniczka;Północ;Bajka
1454;SEKS;Łóżko;Uprawa;Stosunek;Pieprz;Grupowy
1455;KADARKA;Alkohol;Wegry;Wino;Napój;Butelka
1456;PROTAGONISTA;Tytułowy;Ksiażka;Główny Bohater;Oponent;Aktor
1457;CYTAT;Motto;Sentencja;Przytaczac;Literatura;Cudzysłów
1458;KILT;Szkot;Kiecka;Kratka;Spódnica;Tradycyjny
1459;MATRIX;Film;Macierz;Keanu Reeves;Morfeusz;Neo
1460;OPTYK;Okulary;Soczewki;Oprawki;Sklep;Szkło
1461;ZAKUPY;Nabywac;Robic;Market;Sklep;Allegro
1462;ZŁAMANY ZAB;Zepsuty;Dentysta;Siekacz;Ból;Gips
1463;DYLEMAT;Problem;Wybór;Niepewnosc;Kłopot;Wiedziec
1464;WATROBA;Marskosc;Organ;żółc;żelazo;Alkohol
1465;JOJO;Koło;Zabawka;Dieta;Sznurek;Efekt
1466;JEZUS CHRYSTUS;Trójca Swieta;Syn;Krzyż;Bóg;Ciern
1467;SORBET;Lód;Owoc;Mrożony;Deser;Orzezwiajacy
1468;ZAPAŁKI;Patyczki;Siarka;Papieros;Ogien;Drewno
1469;BESTSELLER;Pisarz;Sukces;Sprzedawac;Popularny;Ksiażka
1470;KALOSZE;Walonki;Buty;Gumiaki;Kałuża;Deszcz
1471;PANNA MŁODA;Wesele;Welon;Suknia Slubna;Uciekac;Kosciół
1472;NIBYNÓŻKI;Konczyna;Pierwotniak;Organellum;Pantofelek;Prawdziwy
1473;ZDZBŁO;Zielony;Belka;Trawa;Murawa;Oko
1474;WINDYKATOR;Komornik;Wierzyciel;Pieniadze;Dług;Zaległosci
1475;ROSJA;Zaborca;Car;Matrioszka;W. Putin;Moskwa
1476;LASSO;Krecic;Petla;Dziki Zachód;Sznur;Western
1477;SKOK NA BUNGEE;Nogi;Lina;Wiazac;Dół;Przepasc
1478;LATAJACY HOLENDER;Legenda;Widmo;Okret;Statek;Piraci Z Karaibów
1479;STUDIA WIECZOROWE;Ksieżyc;Rano;Dzienne;Dobranocka;Zaoczne
1480;ATENA;Sowa;Bogini;Madrosc;Olimp;Grecja
1481;CIAGNIK;Traktor;Wies;Pojemnosc;Kupic;Blenders
1482;KSIEGA EZECHIELA;Stary Testament;Kochelet;Biblia;Swiety;Pismo
1483;LEMUR;Madagaskar;Małpiatka;Oczy;Zły Duch;Zwierze
1484;RYNEK;Bruk;Ratusz;Kwadrat;Główny Plac;Czarny
1485;HONOR;Czesc;Duma;Ojczyzna;Prawosc;Godnosc
1486;RZESA;Powieka;Oko;Stac;Staw;Tusz
1487;SALETRA;Szynka;Sól;Utleniacz;Nawóz Sztuczny;Materiał Wybuchowy
1488;ZWIERZETA;Swinia;Kon;Pies;Czworonóg;Stworzenie
1489;KULFON;Uszy;żaba;Bajka;Monika;Nos
1490;HISZPANIA;Madryt;Półwysep Iberyjski;Portugalia;Byk;Barcelona
1491;OGAREK;Diabeł;Dola;Swieca;Bóg;Szatan
1492;ZAPAŁ;Energia;Ochota;Praca;Chec;Robota
1493;TELEFON KOMÓRKOWY;Antena;Sms;Bell;Siec;Mms
1494;PRZYSZŁA KRYSKA NA MATYSKA;Ułamkowa;Kreska;Bayer Leverkusen;Bramkarz;Przysłowie
1495;DOMOFON;Klatka;Otwierac;Nazwisko;Dzwonic;Telefon
1496;KARIMATA;Izolacja;Spiwór;Namiot;Zwijac;Ziemia
1497;KARTA;Reka;Trzymac;Papier;Kredytowa;Gra
1498;IMIE;Chrzest;Mówic;Osoba;Na Przykład;Nazwa
1499;NIESPODZIANKA;Prezent;Kinder;Wiedziec;Urodziny;Zaskoczenie
1500;HALUCYNACJE;Miraż;Grzyby;Fatamorgana;Przewidzenie;Omamy
1501;WOJNA BŁYSKAWICZNA;Bitwa;Plan Biały;Napasc;Szybko;Zamek
1502;MODA NA SUKCES;Telenowela;Ogladac;Ridge Forrester;Tasiemiec;Brooke Logan
1503;TUNEL;Droga;Korytarz;Po Ziemia;Jechac;Kret
1504;BARYŁKA;Beczka;Drewniana;Toczyc;Ropa Naftowa;Wino
1505;BRZUCHOMÓWCA;Jeff Dunham;Pacynka;Usta;Kukiełka;Lalka
1506;WIERZBA PŁACZACA;Ryk;Drzewo;Oko;Beksa;Łzy
1507;PRZYSTANEK WOODSTOCK;Festiwal;Muzyka;Jurek Owsiak;Koncert;Wosp
1508;MORZE;Plaża;Bałtyk;Woda;Kapac Sie;Wakacje
1509;AGENCJA TOWARZYSKA;Sex;Dom Publiczny;Burdel;7;Prostytutka
1510;CZESC;Mówic;Witam;Dzien Dobry;Tereska;żegnac Sie
1511;RESOR;Koło;Amortyzator;Auto;Samochód;Spreżyna
1512;PODWIAZKA;Noga;Bielizna;Kabaretka;Order;Studniówka
1513;KOMEDIA SYTUACYJNA;Serial;Tragedia;Sitcom;Dramat;Smiech
1514;FILEMON;Dobranocka;Bonifacy;Piec;Przygody;Kot
1515;KISIEL;Galaretka;Proszek;Felieton;Krochmal;Budyn
1516;NIC;Zero;Brak;Pustka;Wszystko;Nie
1517;KATANA;Japonski Miecz;Bron;Szabla;Kurtka Jeansowa;Samuraj
1518;KATAKLIZM;Kleska;Tragedia;Powódz;Smierc;Katastrofa
1519;BILET;Wilk;Miesiac;Autobus;Podróż;Kasa
1520;NIETOPERZ;Noc;Latac;Gacek;Krew;Skrzydła
1521;ŻUŻEL;Piach;Grand Prix;Tomasz Gollob;Szlaka;Sport Motorowy
1522;MARTWA NATURA;Płótno;Dzbanek;Obraz;Malowac;Owoce
1523;GWÓZDZ;Wbijac;Łepek;Program;Młotek;Trumna
1524;OJCIEC CHRZESNY;Marlon Brando;Rodzina;Sakrament;Mafia;Matka
1525;NIESKONCZONOSC;Koniec;Os;Ósemka;Wiecznosc;Granica
1526;ZADUSZKI;Swieci;Cmentarz;Zmarli;Znicz;Listopad
1527;MIM;Ireneusz Krosny;Gestykulacja;Teatr;Cisza;Twarz
1528;AURA;Pogoda;Poswiata;Atmosfera;Zły;Dobry
1529;BOSNIA I HERCEGOWINA;Bałkany;Panstwo;Rozpad;Sarajewo;Jugosławia
1530;ZAKRESLACZ;Zaznaczac;Odblask;Papier;Flamaster;Tekst
1531;NUMEREK;Loteria;Seks;Liczba;Szatnia;Szczesliwy
1532;SAD OSTATECZNY;Grzech;Apokalipsa;Bóg;Wyrok;Koniec Swiata
1533;SZPADA;Biała Bron;Zorro;Floret;Szabla;Szermierka
1534;KRESY WSCHODNIE;Litwa;Ukraina;Rosja;Białorus;Wołyn
1535;BATERIA;Alkaliczna;Akumulator;Ładowac;Telefon;Wyczerpac
1536;PACHA;Pot;Reka;Zapach;Pachwina;Antyperspirant
1537;NEKROLOG;Smierc;Informacja;Kartka;Klepsydra;Ogłoszenie
1538;SIWY;Biały;Włosy;Szary;Blondyn;Srebrny
1539;PROCES;Zmiana;Cywilny;Kafka;Rozprawa;Sad
1540;STARZEC;Babcia;Młody;Dziadek;Siwy;Laska
1541;POTENCJA;Możliwosc;Zdolnosc;Libido;Seks;Erekcja
1542;IPHONE;Panel Dotykowy;Jabłko;Apple;Internet;Telefon Komórkowy
1543;HELLOWEEN;Pazdziernik;Swiety;Zaduszki;Dynia;Ameryka
1544;PSYCHEDELICZNY;Hipis;Obłakany;Narkotyki;Muzyka;Stan
1545;KAPUS;Papla;Donos;Zdrajca;Skarga;Tajemnica
1546;ZYSK;Praca;Przychody;Dostac;Korzysc;Strata
1547;CLINT EASTWOOD;Western;Kapelusz;Dolary;Złoto;Aktor
1548;KONSOLA;Komputer;Gzyms;Gra;Psp;Telewizor
1549;MARCHEWKOWE POLE;Warzywo;Lady Pank;Pomaranczowy;Włoszczyzna;Karoten
1550;NESESER;Delegacja;Biznesman;Wyjazd;Walizka;Torba
1551;BUKA;Bac Sie;Potwór;Strach;Fioletowy;Muminki
1552;LONT;Dynamit;Knot;Palic;Boom;Sznurek
1553;ROMAN POLANSKI;Reżyser;Polak;Sex Afera;Autor Widmo;Nóż W Wodzie
1554;KIKUT;Ciac;Czesc;Amputacja;Reka;Konczyna
1555;RUMIEN;Choroba;Skóra;Czerwony;Plama;Policzek
1556;DROŻDŻÓWKA;Ciasto;Rosnac;Jagodzianka;Słodki;Wypiek
1557;GŁUCHY TELEFON;Ucho;Mówic;Zabawa;Szept;Cicho
1558;ELOKWENCJA;Mówic;Madry;Słowa;Ładny;Inteligencja
1559;BARBAKAN;Budowla;Brama;Obrona;Mur;Krakow
1560;GITARA;Instrument;Akord;Struny;Skrzypce;Muzyka
1561;KRANÓWKA;Zmywac;Kurek;Pic;Przegotowany;Woda
1562;HOROSKOP;Przyszłosc;Wróżka;Zodiak;Gwiazda;Czytac
1563;NAPOLEON III;Bonaparte;Siostrzeniec;Cesarz Francuzów;Rewolucja;Niski
1564;KREM;Smarowac;Nawilżac;Suche;Rece;Twarz
1565;TATUAŻYSTA;Salon;Miami Ink;Robic;Osoba;Skóra
1566;KLOWN;Skecz;Maska;Cyrk;Malowac;Smiech
1567;WYSYPKA;Alergia;Skóra;Krosta;Kropka;Pokrzywka
1568;PROTOPLASTA;Dziadek;Ród;Przodek;Najstarszy;Poprzednik
1569;CAR;Rosja;Cesarz;Władca;Iwan Iv Grozny;Król
1570;HAN SOLO;Ksieżniczka Leia;Harrison Ford;Główny Bohater;George Lukas;Gwiezdne Wojny
1571;SZLIK;Koperta;Poczta;Znaczek;Wysyłac;List
1572;NAGRANIE;Słuchac;Piosenka;Dyktafon;Muzyka;Płyta
1573;SKAFANDER;Nurek;Uniform;Kombinezon;Motyl;Pływac
1574;BOLONCZYK;Pies;Proces;Włochy;Rasa;Magisterka
1575;SZCZEPIONKA;Bakteria;Zastrzyk;Igła;Antidotum;Przeciwciało
1576;IVAN GROZNY;Moskwa;Inflanty;Car;Rosja;Xvi Wiek
1577;PONCZO;Indianie;Wełna;Głowa;Koc;Rekaw
1578;MYDEŁKO FA;Siabada;Myc Sie;Disco Polo;Piosenka;Kapiel
1579;FINAŁ;Koniec;Meta;Mecz;Mistrzostwa;Zakonczyc
1580;LANCE ARMSTRONG;Amerykanin;Rekordzista;Kolarstwo;Discovery;Tour De France
1581;DIETA CUD;Slim Fast;Kilogramy;Kalorie;Grubas;Odchudzanie
1582;REPETA;Jedzenie;Dodatkowa;Powtórka;Porcja;Dokładka
1583;START;Bieg;Poczatek;Meta;Zawody;Wystrzał
1584;SPACER;Wózek;Po Lesie;Buty;Chodzic;Za Reke
1585;BLONDYNKA;Dowcipy;Nielegalna;Brunetka;Głupia;Włosy
1586;PING-PONG;Piłka;Stół;Rakietka;Tenis;Odbijac
1587;DESZCZÓWKA;Pitna;Podwórko;Snieg;Woda;Opad
1588;JEŻ;Kłujacy;Jabłko;Kolce;Tuptac;Zwierze
1589;BŁOTO;Zmieszac;Brud;Woda;Mokro;Bagno
1590;PODAŻ;Towar;Cena;Popyt;Zapotrzebowanie;Rynek
1591;KLUB;Impreza;Nocny;Piłkarski;Bar;Taniec
1592;GRAD;Woda;Zima;Pogoda;Lód;Snieg
1593;NAWIGACJA SAMOCHODOWA;Cel;Mapa;Trasa;Lokalizacja;Gps
1594;SMYK;Berbec;Ubrania;Mały;Dzieci;Sklep
1595;MAJERANEK;Grochówka;Oregano;Kiełbasa;Przyprawa;Ziele
1596;PIERZYNA;Łóżko;Gruba;Kołdra;Przykryc;Spac
1597;BASEN;Czepek;Pływac;Kostium Kapielowy;Ratownik;Chlor
1598;PRZELEW;Internetowy;Pieniadze;Konto;Bankowy;Przesyłac
1599;BUDZIK;Zegarek;Komórka;Rano;Nastawiac;Godzina
1600;LEKSYKON;Hasło;Denis Diderot;Ksiażka;Słownik;Encyklopedia
1601;SOWA;Hey;Madrosc;Kubus Puchatek;Pióra;Ptak
1602;ZAUROCZENIE;Randka;Kochanie;Zachwyt;Fascynacja;Fatalne
1603;SREBRO;Złoto;Talar;Szary;Biżuteria;Szlachetny
1604;HOKUS POKUS;Magia;Mówic;Abrakadabra;Zaklecie;Czary
1605;KWIAT;Doniczka;Zapach;Bukiet;Kalafior;Róża
1606;ONANIZM;Masturbacja;Reka;Walic;Samogwałt;Penis
1607;SWINKA;Choroba;Wietnamska;Skarbonka;Morska;Koryto
1608;KLEKS;Pióro;Papier;Akademia;Pan;Atrament
1609;BÓL;Cierpienie;Zmeczenie;Głowy;Uczucie;Tabletka
1610;NAZWA;Nadac;Własna;Firma;Miano;Okreslenie
1611;OSCIEŻE;Okno;Futryna;Drzwi;Obramówka;Wejscie
1612;RAK;Zodiak;Chodzic W Tył;Krab;Woda;Szczypce
1613;RED BULL;Dodawac;Skrzydła;Sporty Ekstremalne;Napój Energetyczny;Pobudzenie
1614;TRENING;Przygotowanie;Kondycja;Wysiłek;Sport;Szkolic
1615;INTERNAT;Mieszkac;Student;Stancja;Bursa;Szkoła
1616;WULKAN;Stożek;Lawa;Erupcja;Energii;Krater
1617;PIRANIA;Pływa;Słodkowodna;Ryba;Mieso;Drapieżna
1618;MAŁŻONEK;Wesele;żona;Slub;Obraczka;Narzeczony
1619;KOSMOPOLITA;Globalizm;Patriotyzm;Jednosc;Obywatel;Swiat
1620;MALOWANIE;Paleta;Farby;Obraz;Pedzel;Picasso
1621;POPYT;Zapotrzebowanie;Ekonomia;Konsument;Kupic;Podaż
1622;SŁUCHAWKI;Głowa;Stereo;Zmysł;Uszy;Muzyka
1623;PLAYBOY;Magazyn;Erotyka;Rozbierac;Króliczki;Gazeta Dla Panów
1624;BIAŁY MIS;Piosenka;Pluszowy;Dla Dziewczyny;Kolor;Disco Polo
1625;KIR;Wstażka;Czarny;Matriał;Strój;żałoba
1626;CUKIEREK;Słodki;Paiperek;Czekoada;Landrynka;Ssac
1627;PAZNOKIEC;Pazur;Palec;Lakier;Obcinacz;Tips
1628;MANEWR;Parkowac;Strategia;Zagrywka;Ominiecie;Ruch
1629;SLALOM;Gigant;Sport;Omijac;Góra;Narty
1630;PINEZKA;Gwózdz;Przypinac;Szpilka;Korek;Tablica
1631;KUSZA;Wilhelm Tell;Bełt;Polowanie;Strzelac;Cieciwa
1632;SŁOMIANY WDOWIEC;żona;Siano;Wyjazd;Maż;Delegacja
1633;STRES;Egzamin;Zdenerwowanie;Napiecie;Wyniki;Nerwowy
1634;PANTOGRAF;Zasilanie Pociagu;Pojazd Szynowy;Dach;Prad;Tramwaj
1635;KUSY;Waski;Diabeł;Ciasny;Krótki;Skapy
1636;PUSZKA;Butelka;Pandory;Aluminium;Farby;Piwo
1637;LOT;Samolot;Powietrze;W Kosmos;Ptak;Skrzydła
1638;KOLARSTWO;Wyscig;Rower;Lance Armstrong;Opona;Peleton
1639;RAFFAELLO;Biały;Migdał;Ferrerro Roche;Rafał;Kokos
1640;ODNOWA;Naprawa;Odpoczynek;Biologiczna;Regeneracja;Spa
1641;KOŁACZ;Praca;Pieczywo;Chleb;Okrag;Przysłowie
1642;SUFLER;Teatr;Pamiec;Cugowski;Podpowiedz;Budka
1643;MICHAEL PHELPS;Pływanie;Basen;Jackson;Woda;Mistrz Olimpijski
1644;RYBA;Skrzela;Karp;Zwierze;Woda;Łuski
1645;GŁÓD;Afryka;Pragnienie;Jedzenie;Bieda;Danio
1646;UWAGA;Ostrzeżenie;Spostrzeżenie;Niebezpieczenstwo;Program;Dzienniczek
1647;CELNIK;Granica;Bramka;Lotnisko;Strażnik;Kontrola
1648;WEDKA;żyłka;Ryby;Haczyk;Przyneta;Kołowrotek
1649;ROCKEFELLER;Anja Orthodox;Ameryka;Bogaty;Pieniadze;Zespół
1650;PSYCHIATRA;Głowa;Lekarz;Zygmunt Freud;Wariat;Kozetka
1651;PAMPERS;Rzepy;Tetra;Bobas;Pielucha;Przewijac
1652;REZERWA;Na Boku;Cwiczenia;Zapas;żołnierz;Wojsko
1653;TRIATHLON;Bieg;Trzy;Rower;Pływanie;Kolarstwo
1654;ZASPA;Zima;Wiatr;Zawieje;Nieprzejezdny;Snieg
1655;RULETKA;Koło;Kasyno;Losowanie;Rosyjska;Kulka
1656;STATOIL;Benzyna;Zegarek;Babcia;Stacja;Tankowac
1657;NEVADA;Kasyno;Stan;Ameryka;Las Vegas;Usa
1658;KOSCIÓŁ;Niedziela;Dzwony;Ksiadz;Msza;Katedra
1659;TOTEM;Indianie;Kołek;Przodek;Religia;Słup
1660;SCIAGA;Matura;Sprawdzian;Zrzynac;Pomoc;Podgladac
1661;SEN;Noc;Pidżama;Łóżko;Odpoczynek;Spac
1662;MUSLI;Błonnik;Płatki;Dieta;Mleko;Sniadanie
1663;RODZYNKI;Winogrono;Ciasto;Bakalie;Suszyc;Pomarszczone
1664;ŻAŁOBNY;Orszak;Pogrzeb;Strój;Marsz;Posmiertny
1665;WIESZAK;Ubranie;Przymierzalnia;Sklep;Szafa;Garderoba
1666;MANDARYNKA;Skórka;Pomarancz;Klementynka;Sok;Owoc Cytrusowy
1667;TRZESIENIE ZIEMI;Płyty Tektoniczne;Skala Richtera;Kataklizm;Haiti;Tsunami
1668;IRONMAN;Komiks;Pływanie;Hawaje;Triathlon;Maiden
1669;MILENIUM;Wiek;Windows;Tysiaclecie;Czas;Bank
1670;CIAŻA;Brzuch;Stan Błogosławiony;9 Miesiecy;Dziecko;Brzemiennosc
1671;ULRICH VON JUNGINGEN;1410;Wielki Mistrz;Wojna;Zakon;Krzyżacy
1672;BASTYLIA;Rewolucja;Francja;Jakobini;Budynek;Burzyc
1673;KWASNICA;Kapusta;Golec Orkiestra;Zasada;Talerz;Zupa
1674;NETBOOK;Mały;Laptop;Komputer;Przenosny;Klikac
1675;BERMUDY;Spodenki;Wyspy;Ocean Atlantycki;Wielka Brytania;Trójkat
1676;KASA;Fiskalna;Bank;Sklep;Rachunek;Pieniadze
1677;NADGORLIWY;Chciec;Faszyzm;Za Bardzo;Zapaleniec;Solidny
1678;POMARANCZA;Mechaniczna;Skórka;Owoc;Cytrus;Grapefruit
1679;ZWIERZE;Las;Krowa;Pies;Stworzenie;Zoo
1680;MATURA;Już Za Rok;Kasztan;Stres;Licuem;Egzamin
1681;BABCIA;Stary;Dziadek;Wnuczka;Siwizna;Mama
1682;KOLARZÓWKA;Kierownica;Rower;Koła;Bmx;Szosa
1683;MULTIWITAMINA;Składniki Mineralne;Owoce;Tabletki;Zdrowie;Sok
1684;KOMPUTER;Monitor;Dysk;Grac;Atari;Internet
1685;ODPOWIETRZAC;Odkrecac;Spuszczac;Wentyl;Kaloryfer;Zawór
1686;KURCZYC SIE;Zimna Woda;Rozciagac;Pranie;Kogut;Zmniejszac Sie
1687;LOMBARD;Komis;Zastaw;Małgorzata Ostrowska;Pieniadze;Szklana Pogoda
1688;SALTO;Akrobat;Sport;Obrót;Gimnastyka;Akrobata
1689;GUMISIE;Jagody;Sok;Bajka;Iktorn;Kala
1690;TALIZMAN;Magia;Wisiorek;Amulet;Szczescie;Swiecic
1691;ZATRZASK;Guzik;Zamek;Winda;Drzwi;Zapiecie
1692;REKODZIEŁO;Oryginalnosc;Biżuteria;Robótki Reczne;Hand Made;Sztuka
1693;DZBAN;Lesny;Wazon;Ucho;Napój;Wino
1694;PAPIEROS;Dym;Uzależnienie;Palic;Nałóg;Marlboro
1695;ZWARTY;Mur;Złożony;Scisły;Pasowac;Skupiony
1696;SZKLARNIA;Szkło;Temperatura;Szyba;Folia;Ochrona
1697;TOMB RAIDER;Angelina Jolie;Grobowiec;Archeolog;Lara Croft;Gra Komputerowa
1698;ZAGŁADA;Holocaust;Tragedia;Niszczenie;Mordowanie;Ludzkosc
1699;NAPIWEK;Restauracja;Zostawic;Reszta;Kelner;Drobne
1700;ŁOS;Zwierze;Rogi;Klepa;Jelen;Las
1701;DOSTEPNY;Dla Każdego;Otwarty;Obecny;Osiagalny;Abonent
1702;MIERNY;Ocena;Dopuszczajacy;Stopien;Przecietny;Nedzny
1703;ANGINA;Gardło;Migdałki;Goraczka;Infekcja;Choroba
1704;WILGOC;Powietrze;Mokro;Plesn;Woda;Susza
1705;PUCHAR;Pic;Nagroda;Lody;Kielich;Trofeum
1706;SAKIEWKA;Pieniadze;Torebka;Mieszek;Woreczek;Monety
1707;RONDO;Koło;Jechac;Turbinowe;Skrzyżowanie;Kapelusz
1708;JELEN;Sarna;Frajer;Dziczyzna;Poroże;Łania
1709;ZEUS;Piorun;Bóg;Olimp;Mitologia;Władza
1710;KATAR;Sienny;Nieżyt Nosa;Panstwo;Alergia;Kichac
1711;RAJD;Monte Carlo;Czas;Trasa;Wyscig;Paryż Dakar
1712;BUNKIER;Schron;Chowac Sie;Golf;Wojna;Niemcy
1713;ŻYCZENIA;Swieta;Najlepszego;Kartka Urodzinowa;Składac;Wysyłac
1714;SPOWIEDZ;Ksiadz Robak;Kosciół;Pokuta;Konfesjonał;Grzech
1715;POPIÓŁ;Palic;Papieros;Kremacja;Ogien;Diament
1716;LUFCIK;Powietrze;Mały;Wietrzyc;Uchylac;Okno
1717;CHERUBIN;Arka Przymierza;Anioł;Putto;Skrzydła;Walentynki
1718;KONGLOMERACJA;Różny;Połaczenie;Element;Zlepek;Miasto
1719;STRZELEC;Pistolet;Wolny;Zodiak;Łuk;Wyborowy
1720;PAPKA;Mazia;Dziecko;Zupka;Mikser;Kasza Manna
1721;POLSKI;Matura;Hymn;Lekcja;Ojczyzna;Jezyk
1722;WALENTYNKA;Swieto;14-lut;Zakochany;Serce;Kartka
1723;OBIEKT;Zabytkowy;Grafika;Przedmiot;Budowlany;Obserwowac
1724;GRAFIT;Rysunek;Kolor;Ołówek;Cyrkiel;Wegiel
1725;MLEKO;Krowa;Kakao;Biały;Kawa;Łaciate
1726;SZKOŁA;Podstawowa;Uczen;Dziennik;Gimnazjum;Nauczyciel
1727;ZJAWA;Postac;Duch;Mara;Widziadło;Upiór
1728;OCZYWISTY;Wiadome;Klarowny;Watpliwosc;Jasny;Ewidentny
1729;JEANSY;Rurki;Levis;Sztruksy;Denim;Dzwony
1730;BIUSTONOSZ;Piersi;Kobieta;Push Up;Bielizna;Stanik
1731;FIRMAMENT;Niebo;Sklepienie Niebieskie;Gwiazdozbór;Sfera;Swieci
1732;12 GROSZY;Piosenka;Knż;Złoty;Pieniadz;Kazik
1733;ALIBABA;Bajka;Tysiac;Sezam;Arab;40 Rozbójników
1734;ASTYGMATYZM;Wada;O. Pio;Oczy;Okulary;Wzrok
1735;MASZYNKA DO GOLENIA;Zarost;Ostrza;Pianka;Brzytwa;Gillette
1736;COMA;Spiaczka;Zespół;Piotr Rogucki;Hipertrofia;Przecinek
1737;BRYDŻ TOWARZYSKI;Karty;Partner;Przypadek;4 Osoby;Sportowy
1738;LESBOS;Homo;Wyspa;Grecja;Morze Egejskie;Gej
1739;LUNCH;Popołudnie;Biuro;Obiad;Posiłek;Jedzenie
1740;CZAROWNICA;Stos;Miotła;Salem;Sabrina;Wiedzma
1741;MAGNOLIE;Zapach;Kwiat;Drzewo;Stalowe;Krzew
1742;KLER;Duchowni;Kosciół;Kapłani;Papież;Społeczenstwo
1743;IMPREZA;Balanga;Zabawa;Akademik;Dyskoteka;Alkohol
